C:\Users\Admin\Desktop\Data1\IMG\center_2019_04_09_07_45_46_088.jpg, C:\Users\Admin\Desktop\Data1\IMG\left_2019_04_09_07_45_46_088.jpg, C:\Users\Admin\Desktop\Data1\IMG\right_2019_04_09_07_45_46_088.jpg, 0, 0, 0, 4.941899E-05
C:\Users\Admin\Desktop\Data1\IMG\center_2019_04_09_07_45_46_190.jpg, C:\Users\Admin\Desktop\Data1\IMG\left_2019_04_09_07_45_46_190.jpg, C:\Users\Admin\Desktop\Data1\IMG\right_2019_04_09_07_45_46_190.jpg, 0, 0, 0, 6.153325E-05
C:\Users\Admin\Desktop\Data1\IMG\center_2019_04_09_07_45_46_292.jpg, C:\Users\Admin\Desktop\Data1\IMG\left_2019_04_09_07_45_46_292.jpg, C:\Users\Admin\Desktop\Data1\IMG\right_2019_04_09_07_45_46_292.jpg, 0, 0, 0, 6.529922E-05
C:\Users\Admin\Desktop\Data1\IMG\center_2019_04_09_07_45_46_395.jpg, C:\Users\Admin\Desktop\Data1\IMG\left_2019_04_09_07_45_46_395.jpg, C:\Users\Admin\Desktop\Data1\IMG\right_2019_04_09_07_45_46_395.jpg, 0, 0, 0, 4.764847E-05
C:\Users\Admin\Desktop\Data1\IMG\center_2019_04_09_07_45_46_500.jpg, C:\Users\Admin\Desktop\Data1\IMG\left_2019_04_09_07_45_46_500.jpg, C:\Users\Admin\Desktop\Data1\IMG\right_2019_04_09_07_45_46_500.jpg, 0, 0, 0, 6.396594E-05
C:\Users\Admin\Desktop\Data1\IMG\center_2019_04_09_07_45_46_604.jpg, C:\Users\Admin\Desktop\Data1\IMG\left_2019_04_09_07_45_46_604.jpg, C:\Users\Admin\Desktop\Data1\IMG\right_2019_04_09_07_45_46_604.jpg, 0, 0, 0, 6.315393E-05
C:\Users\Admin\Desktop\Data1\IMG\center_2019_04_09_07_45_46_708.jpg, C:\Users\Admin\Desktop\Data1\IMG\left_2019_04_09_07_45_46_708.jpg, C:\Users\Admin\Desktop\Data1\IMG\right_2019_04_09_07_45_46_708.jpg, 0, 0.2847716, 0, 0.2514336
C:\Users\Admin\Desktop\Data1\IMG\center_2019_04_09_07_45_46_810.jpg, C:\Users\Admin\Desktop\Data1\IMG\left_2019_04_09_07_45_46_810.jpg, C:\Users\Admin\Desktop\Data1\IMG\right_2019_04_09_07_45_46_810.jpg, 0, 0.5880794, 0, 0.7988423
C:\Users\Admin\Desktop\Data1\IMG\center_2019_04_09_07_45_46_910.jpg, C:\Users\Admin\Desktop\Data1\IMG\left_2019_04_09_07_45_46_910.jpg, C:\Users\Admin\Desktop\Data1\IMG\right_2019_04_09_07_45_46_910.jpg, 0, 0.8932809, 0, 1.801018
C:\Users\Admin\Desktop\Data1\IMG\center_2019_04_09_07_45_47_010.jpg, C:\Users\Admin\Desktop\Data1\IMG\left_2019_04_09_07_45_47_010.jpg, C:\Users\Admin\Desktop\Data1\IMG\right_2019_04_09_07_45_47_010.jpg, 0, 1, 0, 3.004902
